id,date,x,y,nn5,nn6,access_type,distance_to_road,terrain_type,area,volume,composition_construction,composition_natural,composition_communal,composition_communal_large,composition_dangerous,dangerous_waste_description,photo_id1,photo_id2,photo_id3,description,unknown1,unknown2,unknown3,unknown4,unknown5,unknown6,unknown7,unknown8,unknown9,unknown10,unknown11
10247,2010-04-06 21:33:56,15.0208149147742,46.3690975889273,Skornoprisostanju16,11633,1,1,2,30,3,,,100,,,,,,,"<p>Gre za spodnji del večjega odlagališča v strugi potoka v Skornem priŠoštanju, ki je lahko dostopen s ceste Gorenje - Florjan (čez Penk) - levo odceste. Večinoma gre za manjše komunalne odpadke.</p>",,126,,,,,,,,,
10248,2010-04-02 05:53:49,15.0135529032639,46.3755024792544,Skornoprisostanju30,11633,1,0,1,4,1,99,,1,,,,36186,,,<p>Odlagališče leži tik ob cesti v Skornem pri Šoštanju v manjšem peskokopu.</p>,,126,,,,,,,,,
10249,2010-04-06 20:25:29,15.0359317009869,46.3338467713367,Vinošmartno,11633,1,0,2,300,8,,,50,30,20,<p>pnevmatike</p>,36281,36282,36283,"<p>Očistiti je potrebno bregove potoka, ki teče pod Starim gradom do nekdanjegaVina Šmartno - predvsem strugo in desni breg potoka. Največ odpadkov je podmestom, ki je označeno z zastavico (oziroma pod Starim gradom), ležijo pa tudiviše ob potoku. V veliki meri so prekriti z listjem, tako da je težko določitiprostornino in sestavo odpadkov. Najdejo se kakšen večji kosovni odpadek, zatobodo potrebne vrvi, traktor.  Najlažji dostop z motornim vozilom: v Šmartnem obPaki zaviješ za nekdanjim Vinom Šmartno na desno na makadamsko cesto in pelješdo križišča s kolovozom.</p>",,125,,,,,,,,,
10347,2010-04-10 21:18:14,14.4801618879966,46.0688500833183,,11118,1,20,1,30,5,20,10,10,30,30,<p>- azbestna kritina</p>,36861,36863,,"<p>- gume, azbestna kritina, stara podrtija,...</p>",,61,,,,,,,,,
10294,2010-04-07 21:58:36,15.6720797800631,46.6990924645912,,12155,1,5,1,400,6,5,,80,10,5,"<p>Salnitne plošče, pnevmatike</p>",,,,,,118,,,,,,,,,
10251,2010-04-06 21:17:28,15.0332505768503,46.1380665216794,,11118,1,5,1,30,5,,,20,80,,,36196,,,"<p>- gume - jeklena konstrukcije - stara vzmetnica - komunalni odpadki(plastenke, pločevinke)</p>",,129,,,,,,,,,
10252,2010-04-06 21:16:29,15.0357778072687,46.1383177493577,,11118,1,5,1,2,0.1,,,,,100,<p>- azbestna strešna kritina</p>,36332,,,,,129,,,,,,,,,
10254,2010-04-06 21:19:00,15.0390910153036,46.1380693203792,,11118,1,2,2,20,2,20,20,30,30,,,36326,36327,,<p>- pod smetnjaki spodaj je še eno smetišče</p>,,129,,,,,,,,,
10255,2010-04-06 21:26:05,15.0389165564445,46.168248760493,,11118,1,5,2,15,3,10,10,30,50,,,36337,36338,36339,"<p>- stari sodi, gradbeni material, kosovni, komunalni, vsega po malem, dostop zavtom (n. potrpin evidentirala)</p>",,129,,,,,,,,,
10256,2010-04-06 21:28:28,15.0452611734071,46.1756131471275,,11118,3,20,2,20,4,30,30,10,30,,,36341,,,"<p>- stari sodi, nekaj komunalnih odpadkov, kosovni (evidentirala: n. potrpin)</p>",,129,,,,,,,,,
10257,2010-04-06 21:31:09,15.0389457861027,46.1386474479648,,11118,1,2,2,10,3,30,30,20,20,,,36298,36342,,"<p>- gradbeni odpadki, naravni, kosovni, komunalni.... dovolj ena prikolica </p>",,129,,,,,,,,,
10258,2010-04-06 21:34:06,15.0374223392344,46.1344034026232,,11118,3,15,1,1,0.2,0,0,0,100,,,36346,,,"<p>- star sod, ni pene, primeš odneseš - nima kaj ležati med rožcami!!!!</p>",,129,,,,,,,,,
10259,2010-04-06 22:57:57,14.9167592539425,45.9307507528741,012,12575,3,15,2,40,1,,,50,50,,<p>Z desne strani pod cesto v Medvejek</p>,,,,,,130,,,,,,,,,
10260,2010-04-06 23:04:26,14.824101515539,45.9646848171444,013,12575,3,20,3,50,1,,,30,70,,<p>V kotanji  z leve strani ceste</p>,36368,,,,,39,,,,,,,,,
10261,2010-04-06 23:07:18,14.8216963964449,45.9663832053887,014,12575,2,5,2,200,2,,,40,60,,,36369,,,,,39,,,,,,,,,
10262,2010-04-06 23:24:11,14.8226736373922,45.9665068489081,015,12575,2,10,2,2,0.5,,,,100,,<p>Kovinski sod</p>,36372,,,,,39,,,,,,,,,
10263,2010-04-06 23:29:21,14.823537981127,45.968669894798,016,12575,3,50,3,100,0.5,,,30,70,,,36374,,,<p>odpadne kante od barv in plastika.Pobiranje v PVC vreče</p>,,39,,,,,,,,,
10265,2010-04-06 23:46:02,14.8256820960849,45.9654002534546,018,12575,1,5,1,1,0.3,,,100,,,,36375,36381,,<p>POd cesto leži odvžen zvočnik.</p><p>  300 m nižje ob cesti.  Vreča steklenic</p>,,39,,,,,,,,,
10266,2010-04-07 13:01:39,13.8371285072939,46.0764961429884,228,12137,1,20,1,100,8,60,0,20,10,10,"<p>0,5m3 salonitk</p>",36452,,,,,128,,,,,,,,,
10267,2010-04-07 13:04:05,13.8365811351725,46.0932006948278,229,12137,1,10,2,200,1,20,0,30,50,0,,36453,36454,,,,128,,,,,,,,,
10268,2010-04-07 13:06:37,13.8769212560693,46.0740931944025,230,12137,1,50,3,20,9,80,0,0,20,0,,36455,,,,,128,,,,,,,,,
10269,2010-04-18 15:04:23,13.875070557645,46.0737283601946,231,12137,1,20,2,300,10,50,0,30,20,0,,36456,36457,,"<p>Stari sodi, polivinil tik pod kolovozom, ki pelje do glavne ceste</p>",,128,,1,,,,,,,
10270,2010-04-07 13:16:40,13.9351086959582,46.0393703012475,232,12137,1,5,2,300,10,70,20,10,0,0,,36459,,,<p>Bi bilo za opozoriti in za sanirati.</p>,,36,,,,,,,,,
10271,2010-04-07 13:19:54,13.8802419804325,46.0642979223368,233,12137,1,10,2,20,10,0,0,50,0,50,<p>1 avto karoserija</p>,36461,,,,,128,,,,,,,,,
10272,2010-04-07 13:23:51,13.9477630663486,46.0488545043857,234,12137,4,10,3,500,10,50,0,30,20,0,,36462,,,"<p>Zelo strma struga, verjetno bi bile potrebne varnostne vrvi.</p>",,36,,,,,,,,,
10273,2010-04-07 13:28:46,13.9428277784178,46.0518048456914,235,12137,3,5,2,100,0.5,0,0,100,0,0,,36463,36464,,,,36,,,,,,,,,
10274,2010-04-07 13:32:37,13.9499678324362,46.0481195820089,236,12137,4,20,2,1000,10,50,0,50,0,0,,36465,36466,,<p>Dostop je lažji s spodnje makadamske ceste</p>,,36,,,,,,,,,
10357,2010-04-11 22:06:38,16.3540209721935,46.6403165779811,005,12878,1,80,1,25,1.5,,,100,,,,37042,37043,37044,,,156,,,,,,,,,
10277,2010-04-07 13:44:07,14.0380401038737,46.0064929936314,428,12137,3,50,2,5,0.2,0,0,100,0,0,,36474,36475,,"<p>sežgani komunalni odpadki tik pod privatno hišo, ob deževju se bodo spralinaprej po strugi. Preglejte tudi strugo nižje od odlagališča</p>",,36,,,,,,,,,
10278,2010-04-07 13:45:55,14.0443159865927,46.0304931451353,429,12137,3,5,2,500,5,0,0,40,60,0,,36476,36477,,,,36,,,,,,,,,
10279,2010-04-07 13:47:29,14.0451207123551,46.0314157576311,430,12137,3,5,2,200,0.5,0,0,80,20,0,,36478,36479,,,,36,,,,,,,,,
10280,2010-04-07 13:49:35,14.046558222094,46.0332879588259,431,12137,3,10,2,2000,15,0,0,50,50,0,,36480,36481,,"<p>Pazljivo pri dostopu, je dokaj strm teren</p>",,36,,,,,,,,,
10281,2010-04-07 13:51:30,14.047422035098,46.0305467785183,432,12137,3,15,2,10,0.1,0,0,90,0,10,<p>1 avtomobilska guma in 1 pokrov platišča</p>,36485,,,,,36,,,,,,,,,
10282,2010-04-07 13:54:29,14.0480388270268,46.0336687906176,433,12137,4,5,2,2000,3,0,0,60,40,0,,36488,36489,,"<p>Strmo pobočje, potrebna pazljivost</p>",,36,,,,,,,,,
10284,2010-04-07 13:58:03,14.0590520705516,46.015789540079,435,12137,1,3,1,5,1,0,0,0,100,0,<p>3 sodi napolnjeni z betonom</p>,36491,,,,,36,,,,,,,,,
10285,2010-04-07 14:00:02,14.0953954413416,46.0142932151568,436,12137,3,15,2,100,1,0,0,0,100,0,,36492,36495,,,,36,,,,,,,,,
10286,2010-04-07 14:02:42,14.0935876421539,46.0163637729845,437,12137,3,20,2,300,0.1,0,0,10,0,90,<p>Plastenke od motornega olja</p>,36496,,,<p>Tik pod ovinkom</p>,,36,,,,,,,,,
10287,2010-04-07 14:05:27,14.0881858090744,46.012109868367,438,12137,1,20,1,300,4,0,0,50,0,50,"<p>1m3 avtomobilskih gum, 2m3 starih čevljev</p>",36499,36500,,,,36,,,,,,,,,
10288,2010-04-07 14:06:54,14.1457130849088,46.0040208748028,439,12137,1,10,2,50,0.5,0,0,50,50,0,,36501,,,,,64,,,,,,,,,
10289,2010-04-07 14:09:20,13.9618115209597,46.0934429989775,500,12137,3,10,1,50,10,0,70,10,0,20,<p>0.3m3 salonitk</p>,36503,36505,,,,14,,,,,,,,,
10290,2010-04-07 14:10:58,13.9586412073863,46.0921716100527,501,12137,3,6,2,200,20,40,50,20,10,0,,36507,36508,,,,14,,,,,,,,,
10291,2010-04-07 14:25:32,14.0295208454939,46.0561935720024,502,12137,3,500,2,20,1,30,0,70,0,0,,36514,36515,36516,"<p>do odlagališča vodi kolovoz, odvoz možen s terenskim vozilom. Na poti je  odzačetka še ena struga, ki je ravno tako potrebna čiščenja(plastika, kosovniodpad)</p>",,36,,,,,,,,,
10292,2010-04-07 15:38:35,14.0293221192222,46.0665145009901,504,12137,1,10,2,500,15,10,0,20,50,20,<p>1 avto karoserija ali več</p>,36520,36521,36522,<p>Potreben vitel za vleko karoserij</p>,,14,,,,,,,,,
10293,2010-04-07 15:40:50,14.0245211757379,46.0622444752721,505,12137,1,1,2,20,3,0,0,0,0,100,<p>ostanki avtomobilske karoserije</p>,36523,36524,36525,<p>V ovinku za lopo so še drugi ostanki avtomobila</p>,,36,,,,,,,,,
10297,2010-04-12 20:45:47,15.0039552550293,46.174755454377,,11118,1,3,2,4,0.5,30,,30,30,10,<p>- azbestna kritina zakopana med gradbenimi odpadki</p>,36704,36705,36706,"<p>star zarjavel sod, nekaj kantic za gorivo, steklenice, pločevinke, azbestnakritina (jpotrpin) (cca 1 prtljažnik robe)</p>",,129,,,,,,,,,
10298,2010-04-08 17:18:08,15.0126857193958,46.1816334893878,,11118,1,5,2,30,2,0,0,30,70,,,36710,36711,36712,"<p>- malo pred odcepom za Sv Planino, kosovni odpadki, avtoradio oprema,....poglej fotke - cca 1 prtljažnik robe (jpotrpin)</p><p>- dodajam: prijavil g. Treven</p>",,142,,,,,,,,,
10299,2010-04-08 17:23:58,15.0125983795951,46.1821256452876,,11118,1,3,2,30,2,20,10,30,40,,,36713,36715,36716,"<p>Pri odceupu za Sv. Planino je tole odlagališče, smetišče. Strmo je.Plastenke, pločevinke, avtodeli, kantice za gorivo,... slab prtljižnik robe.(jpotrpin)</p>",,142,,,,,,,,,
10300,2010-04-08 17:31:55,15.0120099191269,46.1876140509984,,11118,1,5,2,60,3,20,20,30,30,,,36718,36719,36720,"<p>- kantice goriva, ogromno pločenik, sod, nek bojler, plastenke z nekotekočino, vejevje, kantice barv!!!... (jpotrpin)</p>",,142,,,,,,,,,
10301,2010-04-08 17:34:53,15.0125619331057,46.1866546681756,,11118,1,5,2,40,2,20,20,20,40,,,36721,36722,36723,"<p>Na nasprotni strani kjer so garaže! - 2 gumi, kantice za gorivo, nekekovinske posode, jeklena konstrukcija (fotka), plastneke, pločevnike (jpotrpin)</p>",,142,,,,,,,,,
10302,2010-04-08 17:38:26,15.012383654652,46.1857347086829,,11118,1,5,2,30,3,20,10,30,40,,,36724,36725,,"<p>- še no izmed mnogih ob tej cesti. klasika: pločevnike, plastenke, (jpotrpin)</p>",,142,,,,,,,,,
10303,2010-04-09 20:32:49,16.2940497242574,46.5795770087654,002,12878,2,370,1,90,15,45,15,8,30,2,<p>- ca. 5 pnevmatik</p><p>- razpršilci</p><p>- embalaža motornega olja</p>,36809,36810,36811,,,15,,,,,,,,,
10348,2010-04-11 13:41:47,15.0376929923714,46.1377503474383,,11118,1,5,1,40,3,20,10,35,35,,,36923,36924,36925,"<p>- komunalni razpršeni, nekaj kosovnih, gumi,... 1 prikolica (jpotrpin)</p>",,129,,,,,,,,,
10349,2010-04-11 13:49:09,15.0551910514795,46.1611435737287,,11118,1,50,1,50,5,30,,10,30,30,,36926,36927,36928,"<p>- kosovni, gume, asfalt,... velikto te, mnogo gum in odpadkov je že zaraščenos tlemi,.... težko odstranjevanje. JE pa tega za 3 prikolice (jpotrpin) (prijavameni na e-mail)</p>",,129,,,,,,,,,
10350,2010-04-27 11:36:19,15.0546286606685,46.1620570600061,,11118,1,2,1,25,3,0,0,30,70,,,36929,36930,36931,"<p>- enote/podružnice podjatja SUROVINA d.o.o. v Trbovljah NI VEČ, prosim, da sena teh mestih ne pušča več odpadkov, da bi jih oni PREVZELI.... - kot vidite jetega veliko in je potrebno imeti poltovornjak ali kombi s prikolico. (jpotrpin)- prijava meni na e-mail</p><p>27.4. pregled.</p><p>- očiščeno 100%</p><p>- nižje pri vhodu na plato EX Surovine se nalagajo smeti, ljudje ne vedo, daSurovine v TRBOVLJAH NI VEČ!!! (jpotrpin)</p>",,129,,1,,,,,,,
10351,2010-04-11 17:19:14,15.0628303302881,46.1818584212061,,11118,1,5,2,20,2,,,20,80,,,36977,36976,,"<p>- takoj ob cesti, sodi in pralni stroj, nekaj pločevink, prijava g potrpina(j. potrpin)</p>",,129,,,,,,,,,
10352,2010-04-11 20:54:28,15.0377940783764,46.1697089257963,,11118,1,30,2,1,0.7,,,,100,,,37030,,,<p>- bojler sredi travnika (prijava: g. potrpin)</p>,,129,,,,,,,,,
10353,2010-04-11 21:16:24,15.0442355834733,46.1767134450609,,11118,1,10,2,20,2,,,20,80,,,37032,,,<p>- dva pločevinasta soda ter ogromno komunlnih odpadkov (pločevnike) (prijava:g. Potrpin)</p>,,129,,,,,,,,,
10354,2010-04-11 21:35:02,16.3540126025502,46.6006251675868,002,12878,1,1,1,15,2,,,100,,,,37033,37034,37035,,,132,,,,,,,,,
10355,2010-04-12 00:01:33,16.376585514793,46.5954335295703,003,12878,1,1,1,25,4,,,10,90,,,37038,37039,37040,,,187,,,,,,,,,
10356,2010-04-11 22:01:36,16.3410952327465,46.6336795894707,004,12878,1,100,1,25,1,,,100,,,,37041,,,,,156,,,,,,,,,
10359,2010-04-11 23:26:26,16.2684656782885,46.6651200731754,007,12878,1,1,1,25,0.5,,,100,,,,37045,37046,,,,78,,,,,,,,,
10361,2010-04-11 22:19:52,16.2362873552392,46.6548085348277,009,12878,1,1,1,2,0.5,,,,,100,"<p>0,5 m3 salonitk</p>",37047,,,,,78,,,,,,,,,
10384,2010-04-12 14:57:46,14.1110536672071,45.9796647047331,047,12398,1,300,2,1,2,,,,,100,"<p>od bagerjev 300m v gozdu na desni strani pod potjo akumulatorji, kante odolja in še naprej 300m so ostanki žic, kovin, električnih napeljav inplastike(1m3)</p>",37134,,,<p>Od bagerjev 300 m v gozd</p>,,36,,,,,,,,,
10378,2010-04-11 23:22:19,16.393072515894,46.6341373963503,3588,12878,3,150,1,10,2,,,,,100,<p>- ca. 5 kom. salonitk</p><p>- embalaža lakov</p>,37058,37059,37060,,,59,,,,,,,,,
10379,2010-04-11 23:25:59,16.2644355175481,46.6692456980035,3537,12878,1,1,1,20,1,,,100,,,,37061,37062,37063,,,78,,,,,,,,,
10380,2010-04-11 23:31:11,16.2425367141322,46.6596832201609,3528,12878,1,1,1,10,1,,,50,,50,<p>- pnevmatika</p><p>- akumulator</p>,37064,37065,37066,,,78,,,,,,,,,
10381,2010-04-11 23:38:36,16.2450580636679,46.6395460266276,2190,12878,1,5,1,50,1,,,100,,,,37067,37068,37069,,,2,,,,,,,,,
10382,2010-04-11 23:57:32,16.3001040068135,46.5992020243674,1700,12878,1,5,1,40,8,,,100,,,,37073,37074,37075,,,132,,,,,,,,,
10383,2010-04-11 23:43:51,16.314732412467,46.5922094229595,1813,12878,2,1,1,40,10,,,50,50,,,37070,37071,37072,,,132,,,,,,,,,
10385,2010-04-12 14:42:47,14.095523105624,45.9678997147362,043,12398,1,10,2,100,5,,,20,80,,,37137,37138,,,,36,,,,,,,,,
10386,2010-04-12 15:15:10,14.1019914151125,46.0012552943156,044,12398,1,200,3,5,15,,,10,,90,<p>karoserije od avta</p>,37140,37141,,"<p>Od hiše pri Kavčiču(Livarna) greš še 150m naprej, zaviješ levo in se držiš natravniku desne in malo v gozdu je kotanja<br/>-potreben traktor da se potegne ven</p>",,36,,,,,,,,,
10387,2010-04-12 15:14:27,14.1025757163363,45.9865955304595,045,12398,1,20,3,10,25,,,10,5,85,<p>Karoserija od avta</p>,37139,,,<p>200 m od cerkvice proti Dolam(Goram) na levi strani ceste<br/>-Potreben traktor(z vitlom) za potegnit šaro ven</p>,,36,,,,,,,,,
10388,2010-04-12 15:03:20,14.1113185914218,45.9796346502926,046,12398,1,10,1,100,10,60,5,5,,30,"<p>salonitne plošče, asfalt, odpadna olja, brve, laki</p>",,,,<p>50 m od križišča proti zahodu</p>,,36,,,,,,,,,
10389,2010-04-12 15:19:11,14.0706903874705,45.9686801338439,,12137,1,5,2,10,1,10,,80,10,,,37142,37143,,"<p>Pločevinke, gume in ostale smeti</p>",,36,,,,,,,,,
10391,2010-04-19 20:19:14,15.0450884615559,46.1402896168036,,11118,1,5,1,600,20,10,10,30,40,10,"<p>veliko gum, tudi nekaj azbestnih plošč</p>",,,,"<p> primerno za čiščenje, veliko pločevink, veliko plasten, avtgume....(jpotrpin)</p><p>- ostale le še salonitke!!!</p>",,129,,1,,,,,,,
10390,2010-04-14 11:33:59,14.5909183106304,46.2337524012851,,11087,2,70,2,10,1,50,,30,10,10,<p>V POTOKU LEŽIJO SALONITNE PLOŠČE.</p>,,,,,,43,,,,,,,,,
10392,2010-04-16 11:15:36,14.767300140274,45.9950235283602,002,12575,2,10,1,100,2,10,,30,60,,,37595,,,<p>odlagališče  starega železa in  kosovnega materiala</p>,,39,,,,,,,,,
10393,2010-04-16 11:18:03,14.7658344587247,45.9958877770709,003,12575,2,30,1,100,5,90,,5,5,,,37596,,,<p>Odpadna strešna kritina in  nekaj kosovnih odpadkov</p>,,39,,,,,,,,,
10394,2010-04-16 11:20:19,14.8007454521413,45.9752042698506,004,12575,2,50,3,10,4,,,,100,10,"<p>Odslužen avto ,gume</p>",37597,,,,,39,,,,,,,,,
10395,2010-04-16 18:59:05,14.1492061727841,46.3311998755106,,8281,2,5,1,10,1,40,0,10,30,20,<p>Na odlagališču je nekaj salonitnih plošč.</p>,37650,37651,,<p>Delno je odlagališče zasuto s kamenjem.</p>,,102,,,,,,,,,
10396,2010-04-16 19:09:06,14.205983847615,46.3403132721021,,8281,1,2,1,50,2,10,85,0,5,0,,37653,37654,,,,102,,,,,,,,,
10397,2010-04-26 10:57:37,15.061647328306,46.1596018918299,,11118,3,250,2,1,0.3,,,,,100,"<p>- salotnina kritina, lepo zložena na kup in pokrita</p>",,,,"<p>- proti trim stezi, malo naprej od table desno proti potoku, zložene so pridrevesu (jpotrpin)</p>",,129,,0,,,,,,,
10398,2010-04-26 10:59:17,15.061155213153,46.1595099208788,,11118,3,200,2,20,5,10,40,30,20,,,,,,"<p>- pločevinasti sodi, stara okna, veliko naravnih odpadkov (vejevje), kosovniodpadki, mešano...(jpotrpin)</p>",,129,,0,,,,,,,
11031,2010-01-20 15:19:28,15.6835465349278,46.5202880212934,MB44-01-Tezno azil,11085,1,30,1,6,0.5,5,,20,,75,"<p>0,4m3 salonitk, 0,1m3 ostali odpadki</p>",,,,,,70,,,,2009-12-28,2009,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11031"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11031"">Občina</a>",12,80,
11032,2010-04-04 13:43:01,14.4416670467202,45.9458515657286,Ravne 0824,10562,1,10,1,9,8,30,20,30,20,,,,,,,,8,1751,,,2010-01-05,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11032"">Občina</a>",4,27,
11033,2010-04-19 08:43:34,15.1619637088536,45.8107910601332,Marof,10368,1,20,3,5,2,,,100,,,"<p>Smeti so na več manjših lokacijah po jarku, ki poteka vzporedno s potjo čezMarof 10m severno.</p>",,,,,,85,2050,1,,2010-01-05,2009,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11033"">Občina</a>",7,47,
11037,2010-03-30 11:06:34,15.0831602437504,46.4970310634396,849  pri toplarni,10382,1,0,1,50,10,10,85,,5,,"<p>občani sezonsko odlagajo ostanke nastale pri urejanju okolice hiš in vrtov(vejevina, ostanki rož, vrtni ostanki, trava, ...</p><p>Med drugim v manjših količinah odlagajo tudi ostale odpadke.</p>",,,,,,112,643,,,2009-11-21,2006,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11037"">Občina</a>",11,93,
11038,2010-03-30 11:17:44,15.0620528567911,46.5247450529857,847 Ovčjak,10382,1,5,2,150,20,75,10,10,,5,"<p>odlagališče pod  kamionsko cesto (jarek), kjer odlagajo gradbeni material(beton, opeko, ostanke cevi, plastiko, ...)</p>",,,,,,112,643,,,2010-01-05,2008,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11038"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11038"">Občina</a>",11,93,
11039,2010-03-30 11:07:59,15.0264450177935,46.4991170786894,848 gostenško,10382,1,2,2,250,30,20,40,10,20,10,"<p>odlagališče pod kamionsko cesto, kjer poleg naravnih odpadkov (izkopnimaterial, vejevina, lesni ostanki, ...) odlagajo tudi gradbeni material, kosovneodpadke, ....</p><p>Dogovor z lastnikom o sodelovanju pri sanaciji kosovnih odpadkov!</p>",,,,,,112,643,,,2010-01-05,2000,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11039"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11039"">Občina</a>",11,93,
11040,2010-04-03 14:26:57,14.2242687401576,46.3219546710062,105 Dobro polje,11075,1,20,2,4000,15,,30,50,20,,,,,,,,102,14,,,2008-09-04,2008,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11040"">Občina</a>",2,14,
11041,2010-04-03 14:27:41,14.213189177168,46.4096000565381,106 Poljška planina,11075,1,10,2,200,3,,,100,,,,,,,,,102,433,,,2009-09-17,2009,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11041"">Občina</a>",2,14,
11042,2010-04-03 14:27:36,14.2499158429892,46.3077940030579,96 Posavec,11075,1,10,2,200,10,,30,30,40,,,,,,,,102,138,,,2008-09-17,2008,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11042"">Občina</a>",2,14,
11043,2010-04-03 14:27:36,14.251453816958,46.3092526621564,45 Ljubno,11075,1,10,3,1000,150,,,50,50,,,,,,,,102,138,,,2009-09-17,2005,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11043"">Občina</a>",2,14,
11044,2010-01-20 15:19:28,14.2531358696233,46.3172801572834,104 Avto,11075,1,3,1,3,4,,,,,100,<p>Osebni avtomobil.</p>,,,,,,102,,,,2010-01-05,2008,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11044"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11044"">Občina</a>",2,14,
11045,2010-04-04 00:04:53,14.2398686782813,46.2910983865058,/,11044,1,60,1,3000,30,10,,30,60,,,,,,,,102,1076,,,2009-12-29,2005,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11045"">Občina</a>",2,14,
11048,2010-04-04 12:29:19,14.8990095684143,45.6571935171833,Za Željnami,10365,1,0,1,300,30,30,10,10,45,5,"<p>salonitke,</p>",,,,,,48,213,,,2010-01-14,1985,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11048"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11048"">Občina</a>",6,39,
14388,2010-03-26 13:29:58,16.4999280421117,46.5308244739037,DOLINA-5,10822,1,10,1,10,10,100,,,,,,,,,,,59,,,,2010-03-17,,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=14388"">Občina</a>",13,85,
11053,2010-04-03 21:58:45,15.0679023830083,46.1908866940844,Kregarjev graben,10723,1,20,3,100,1,,,,100,,"<p>3 hladilne skrinje, 1 štedilnik, 1 sod</p>",22946,,,"<p>Cesta Prebold - Trbovlje, v ovinku pri križu desno. Po 100 metrih jeodlagališče v jarku.<br/>Oprema: traktorska vitla</p>",,174,1865,,,2010-01-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11053"">Občina</a>",9,61,
11054,2010-01-20 15:19:28,13.9373485604719,45.8834329265058,Nad obzidano rajdo,10489,1,5,2,100,1.5,,,80,,20,"<p>do 0,5 m3 avtomobilske gume</p>",,,,<p>Izogibališče na levi strani pod cest Ajdovščina-Col</p>,,1,1305,,,2010-01-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11054"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11054"">Občina</a>",1,8,
11055,2010-01-20 15:19:28,13.9695153588577,45.8787615754993,Grešnica,10489,1,5,2,500,5,,,70,10,20,<p>do 1 m3 avtomobilske gume</p>,,,,<p>Stari ovinek ceste Ajdovščina - Col pred odcepom v Vrhpoljske rajde</p>,,1,1305,,,2010-01-15,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11055"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11055"">Občina</a>",1,8,
11056,2010-06-02 07:40:50,15.2386471664454,46.1799575451104,47001_debro,10719,1,5,2,500,5,,,,,100,<p>cc 30 pnevmatik</p>,,,,,,57,,1,,2010-01-18,2010,"<a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForInspection.php?point=11056"">Okoljska inšpekcija</a><BR><a href=""http://yourprecious.geopedia.si/events/OcistimoSlovenijo/ZGS/createReportForMunicipality.php?point=11056"">Občina</a>",9,66,
